File,relative_dirname,ID,Level,Status,Details,pci_dss,gpg13,GDPR,HIPAA,nist_800_53,tsc,mitre,Groups,Description
0345-netscaler_rules.xml,ruleset/rules,80119,2,enabled,"{""if_sid"":""80100"",""match"":{""pattern"":""EVENT STARTSYS""}}",[],[],[],[],[],[],[],"[""netscaler-event"",""netscaler""]",Netscaler: Started
0345-netscaler_rules.xml,ruleset/rules,80120,2,enabled,"{""if_sid"":""80100"",""match"":{""pattern"":""EVENT STOPSYS""}}",[],[],[],[],[],[],[],"[""netscaler-event"",""netscaler""]",Netscaler: Stopped
0345-netscaler_rules.xml,ruleset/rules,80121,2,enabled,"{""if_sid"":""80100"",""match"":{""pattern"":""EVENT NICSTART""}}",[],[],[],[],[],[],[],"[""netscaler-event"",""netscaler""]",Netscaler: Network interface started
0345-netscaler_rules.xml,ruleset/rules,80122,2,enabled,"{""if_sid"":""80100"",""match"":{""pattern"":""EVENT NICSTOP""}}",[],[],[],[],[],[],[],"[""netscaler-event"",""netscaler""]",Netscaler: Network interface stopped
0345-netscaler_rules.xml,ruleset/rules,80123,2,enabled,"{""if_sid"":""80100"",""match"":{""pattern"":""EVENT NICHANG""}}",[],[],[],[],[],[],[],"[""netscaler-event"",""netscaler""]",Netscaler: Network interface in hung state
0345-netscaler_rules.xml,ruleset/rules,80124,2,enabled,"{""if_sid"":""80100"",""match"":{""pattern"":""EVENT NICRESET""}}",[],[],[],[],[],[],[],"[""netscaler-event"",""netscaler""]",Netscaler: Network interface reset
0345-netscaler_rules.xml,ruleset/rules,80130,2,enabled,"{""if_sid"":""80100"",""match"":{""pattern"":""SNMP TRAP_SENT""}}",[],[],[],[],[],[],[],"[""netscaler-snmp"",""netscaler""]",Netscaler: SNMP Trap Sent
0345-netscaler_rules.xml,ruleset/rules,80131,2,enabled,"{""if_sid"":""80100"",""match"":{""pattern"":""SNMP TRAP_DROPPED""}}",[],"[""3.1""]",[],[],[],[],[],"[""netscaler-snmp"",""netscaler""]",Netscaler: SNMP Trap Dropped
0345-netscaler_rules.xml,ruleset/rules,80132,2,enabled,"{""if_sid"":""80100"",""match"":{""pattern"":""ACL ACL_PKT_LOG""}}",[],[],[],[],[],[],[],"[""netscaler-acl"",""netscaler""]",Netscaler: ACL Packet Log
0345-netscaler_rules.xml,ruleset/rules,80133,2,enabled,"{""if_sid"":""80100"",""match"":{""pattern"":""TRANSFORM REQ_PARSE_ERROR|TRANSFORM PCRE_ERROR|TRANSFORM REQ_WRITE_ERROR""}}",[],[],"[""IV_35.7.d""]",[],[],[],[],"[""netscaler-transform"",""netscaler""]",Netscaler: URL Transformation error
0405-rsa-auth-manager_rules.xml,ruleset/rules,81901,2,enabled,"{""if_sid"":""81900"",""id"":{""pattern"":""AUTHN_LOGIN_EVENT""}}",[],[],[],[],[],[],[],"[""rsa-auth-manager""]",RSA Authentication Manager: Loging event
0335-unbound_rules.xml,ruleset/rules,500100,2,enabled,"{""if_sid"":""500001"",""match"":{""pattern"":""sendto failed: Can't assign requested address""}}",[],[],[],[],[],[],[],"[""syslog"",""unbound""]",Unbound: Can't assign requested address.
0905-cisco-ftd_rules.xml,ruleset/rules,91505,2,enabled,"{""if_sid"":""91500"",""event.severity"":{""pattern"":""5|6""}}",[],[],[],[],[],[],[],"[""cisco"",""cisco-ftd""]",FTD: notification/informational message.
0225-mcafee_av_rules.xml,ruleset/rules,7501,2,enabled,"{""if_sid"":""7500"",""id"":{""pattern"":""^257$|^5000$|^5026$|^5052$|^5055$""}}","[""10.6.1""]",[],[],[],[],[],[],"[""mcafee""]",McAfee Windows AV informational event.
0545-osquery_rules.xml,ruleset/rules,24003,2,enabled,"{""if_sid"":""24000"",""regex"":{""pattern"":""^I\\d\\d\\d\\d ""}}",[],[],[],[],[],[],[],"[""osquery""]",osquery information message
0110-ms_dhcp_rules.xml,ruleset/rules,6301,2,enabled,"{""if_sid"":""6300"",""id"":{""pattern"":""^00""}}","[""10.2.6""]","[""4.14"",""10.1""]",[],"[""164.312.b""]","[""AU.14"",""AU.5""]","[""CC6.8"",""CC7.2"",""CC7.3""]","[""T1543.003""]","[""service_start"",""windows"",""dhcp""]",MS-DHCP: The log was started.
0110-ms_dhcp_rules.xml,ruleset/rules,6317,2,enabled,"{""if_sid"":""6300"",""id"":{""pattern"":""^25""}}",[],[],[],[],[],[],[],"[""dhcp_maintenance"",""windows"",""dhcp""]",MS-DHCP: IP address cleanup statistics.
0110-ms_dhcp_rules.xml,ruleset/rules,6371,2,enabled,"{""if_sid"":""6350"",""id"":{""pattern"":""^11020""}}",[],[],[],[],[],[],[],"[""dhcp_ipv6"",""windows"",""dhcp""]",MS-DHCP: Database cleanup begin.
0110-ms_dhcp_rules.xml,ruleset/rules,6372,2,enabled,"{""if_sid"":""6350"",""id"":{""pattern"":""^11021""}}",[],[],[],[],[],[],[],"[""dhcp_ipv6"",""windows"",""dhcp""]",MS-DHCP: Database cleanup end.
0195-named_rules.xml,ruleset/rules,12130,2,enabled,"{""if_sid"":""12100"",""match"":{""pattern"":""IPv6 interfaces failed""}}","[""10.6.1""]",[],"[""IV_35.7.d""]","[""164.312.b""]","[""AU.6""]","[""CC7.2"",""CC7.3""]",[],"[""syslog"",""named""]",Could not listen on IPv6 interface.
0195-named_rules.xml,ruleset/rules,12131,2,enabled,"{""if_sid"":""12100"",""match"":{""pattern"":""failed; interface ignored""}}","[""10.6.1""]",[],"[""IV_35.7.d""]","[""164.312.b""]","[""AU.6""]","[""CC7.2"",""CC7.3""]",[],"[""syslog"",""named""]",Could not bind to an interface.
0195-named_rules.xml,ruleset/rules,12140,2,enabled,"{""if_sid"":""12100"",""match"":{""pattern"":""refresh: failure trying master""}}",[],[],[],[],[],[],[],"[""syslog"",""named""]",Cannot refresh a domain from the master server.
0690-gcp_rules.xml,ruleset/rules,65004,2,enabled,"{""if_sid"":""65002"",""gcp.severity"":{""pattern"":""^INFO$""},""options"":""no_full_log""}",[],[],[],[],[],[],[],"[""gcp""]",GCP info event with source IP $(gcp.jsonPayload.sourceIP) from $(gcp.resource.labels.location) with response code $(gcp.jsonPayload.responseCode).
0690-gcp_rules.xml,ruleset/rules,65011,2,enabled,"{""if_sid"":""65003"",""gcp.severity"":{""pattern"":""^INFO$""},""options"":""no_full_log""}",[],[],[],[],[],[],[],"[""gcp""]",GCP info event from VM $(gcp.jsonPayload.vmInstanceName) with source IP $(gcp.jsonPayload.sourceIP) from $(gcp.resource.labels.location) with response code $(gcp.jsonPayload.responseCode).
0690-gcp_rules.xml,ruleset/rules,65040,2,enabled,"{""if_sid"":""65000"",""gcp.severity"":{""pattern"":""^INFO$""},""options"":""no_full_log""}",[],[],[],[],[],[],[],"[""gcp""]","GCP information event on project $(gcp.resource.labels.project_id), monitored resource type: $(gcp.resource.type)."
0690-gcp_rules.xml,ruleset/rules,65050,2,enabled,"{""if_sid"":""65000"",""gcp.jsonPayload.reporter"":{""pattern"":""^(?!^$).*"",""type"":""pcre2""},""options"":""no_full_log""}",[],[],[],[],[],[],[],"[""gcp""]",GCP VPC flow event.
0690-gcp_rules.xml,ruleset/rules,65074,2,enabled,"{""if_sid"":""65000"",""gcp.s_request_id"":{""pattern"":""^(?!^$).+$"",""type"":""pcre2""},""options"":""no_full_log""}",[],[],[],[],[],[],[],"[""gcp""]",GCP VPC usage event.
0690-gcp_rules.xml,ruleset/rules,65075,2,enabled,"{""if_sid"":""65000"",""gcp.bucket"":{""pattern"":""^(?!^$).+$"",""type"":""pcre2""}}",[],[],[],[],[],[],[],"[""gcp""]",GCP VPC storage event.
0340-puppet_rules.xml,ruleset/rules,80010,2,enabled,"{""if_sid"":""80000"",""program_name"":{""pattern"":""puppet-master""},""match"":{""pattern"":""^Compiled catalog|^Reopening log|is deprecated|are deprecated""}}",[],[],[],[],[],[],[],"[""puppet""]",Puppet Master: Deprecated
0340-puppet_rules.xml,ruleset/rules,80052,2,enabled,"{""if_sid"":""80001"",""match"":{""pattern"":""^Could not request certificate""},""regex"":{""pattern"":""master does not match the agent""}}",[],[],[],[],[],[],[],"[""puppet""]",Puppet Agent: Certificate - Could not request certificate
0340-puppet_rules.xml,ruleset/rules,80072,2,enabled,"{""if_sid"":""80001"",""match"":{""pattern"":""^Applying configuration|^Finished catalog""}}",[],"[""4.12""]",[],[],[],[],[],"[""puppet""]",Puppet Agent: Info - applying configuration
0340-puppet_rules.xml,ruleset/rules,80073,2,enabled,"{""if_sid"":""80001"",""match"":{""pattern"":""^Executing""}}",[],"[""4.12""]",[],[],[],[],[],"[""puppet""]",Puppet Agent: Info - executing 
0360-serv-u_rules.xml,ruleset/rules,80521,2,enabled,"{""if_sid"":""80500"",""action"":{""pattern"":""21""},""match"":{""pattern"":""530 Sorry, no ANONYMOUS access allowed""}}","[""10.2.4""]","[""7.1""]","[""IV_35.7.d"",""IV_32.2""]","[""164.312.b""]","[""AU.14"",""AC.7""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",[],"[""authentication_failures"",""serv-u""]",Serv-U: Attempt to login using anonymous user
0350-amazon_rules.xml,ruleset/rules,80362,2,enabled,"{""if_sid"":""80360"",""aws.operation"":{""pattern"":""GET""}}",[],[],[],[],[],[],[],"[""s3"",""amazon"",""aws""]",AWS S3: GET operation: $(aws.request_uri).
0350-amazon_rules.xml,ruleset/rules,80366,2,enabled,"{""if_sid"":""80360"",""aws.operation"":{""pattern"":""POST""}}",[],[],[],[],[],[],[],"[""s3"",""amazon"",""aws""]",AWS S3: POST operation: $(aws.request_uri).
0095-sshd_rules.xml,ruleset/rules,5752,2,enabled,"{""if_sid"":""5750"",""match"":{""pattern"":""no matching key exchange method found.|Unable to negotiate a key exchange method""}}",[],[],[],[],[],[],[],"[""syslog"",""sshd""]",sshd: Client did not offer an acceptable key exchange method.
0095-sshd_rules.xml,ruleset/rules,5753,2,enabled,"{""if_sid"":""5750"",""match"":{""pattern"":""no matching cipher found""}}",[],[],[],[],[],[],[],"[""syslog"",""sshd""]","sshd: could not negotiate with client, no matching cipher."
0095-sshd_rules.xml,ruleset/rules,5759,2,enabled,"{""if_sid"":""5750"",""match"":{""pattern"":""no matching mac found""}}",[],[],[],[],[],[],[],"[""syslog"",""sshd""]","sshd: could not negotiate with client, no matching mac."
0605-win-mcafee_rules.xml,ruleset/rules,62603,2,enabled,"{""if_sid"":""62600"",""win.system.eventID"":{""pattern"":""^257$|^5000$|^5026$|^5052$|^5055$""}}",[],[],[],[],[],[],[],"[""windows"",""mcafee""]",McAfee Windows AV informational event.
0600-win-wdefender_rules.xml,ruleset/rules,62129,2,enabled,"{""if_sid"":""62100"",""win.system.eventID"":{""pattern"":""^1151$""},""options"":""no_full_log""}","[""10.6.1""]",[],"[""IV_35.7.d"",""IV_30.1.g""]","[""164.312.b""]","[""AU.6""]","[""CC7.2"",""CC7.3""]",[],"[""windows"",""windows_defender""]",Windows Defender: Endpoint Protection client health report
0600-win-wdefender_rules.xml,ruleset/rules,62137,2,enabled,"{""if_sid"":""62100"",""win.system.eventID"":{""pattern"":""^2007$""},""options"":""no_full_log""}","[""5.1"",""10.6.1"",""5.2""]","[""4.4"",""4.14""]","[""IV_35.7.d""]","[""164.312.b""]","[""SI.3"",""AU.6""]","[""A1.2"",""CC7.2"",""CC7.3""]",[],"[""windows"",""windows_defender""]",Windows Defender: Antimalware platform will soon be updated
0600-win-wdefender_rules.xml,ruleset/rules,62142,2,enabled,"{""if_sid"":""62100"",""win.system.eventID"":{""pattern"":""^2020$""},""options"":""no_full_log""}","[""10.6.1""]","[""10.1""]","[""IV_35.7.d""]","[""164.312.b""]","[""AU.6""]","[""CC7.2"",""CC7.3""]",[],"[""windows"",""windows_defender""]",Windows Defender: Antimalware engine downloaded a clean file
0600-win-wdefender_rules.xml,ruleset/rules,62144,2,enabled,"{""if_sid"":""62100"",""win.system.eventID"":{""pattern"":""^2030$""},""options"":""no_full_log""}","[""10.6.1""]","[""10.1""]","[""IV_35.7.d""]","[""164.312.b""]","[""AU.6""]","[""CC7.2"",""CC7.3""]",[],"[""windows"",""windows_defender""]",Windows Defender: Antimalware engine was downloaded and is configured to run offline on the next system restart
0630-nextcloud_rules.xml,ruleset/rules,88208,2,enabled,"{""if_sid"":""88200,88201"",""level"":{""pattern"":""^1$""},""options"":""no_full_log""}",[],[],[],[],[],[],[],"[""json"",""nextcloud""]",NextCloud INFO message.
0695-f5_bigip_rules.xml,ruleset/rules,65271,2,enabled,"{""if_sid"":""65260"",""event.code"":{""pattern"":""01010344""}}",[],[],[],[],[],[],"[""T1498""]","[""f5-bigip""]",F5 BigIP: SYN cookie state exited. The platform returns to a normal operation state.
0695-f5_bigip_rules.xml,ruleset/rules,65290,2,enabled,"{""if_sid"":""65260"",""message"":{""pattern"":""Tcpdump"",""type"":""pcre2""}}",[],[],[],[],[],[],[],"[""f5-bigip""]",F5 BigIP LTM: Tcpdump message detected
0695-f5_bigip_rules.xml,ruleset/rules,65298,2,enabled,"{""if_sid"":""65260"",""event.type"":{""pattern"":""info""}}",[],[],[],[],[],[],[],"[""f5-bigip""]",F5 BigIP: Info message detected.
0695-f5_bigip_rules.xml,ruleset/rules,65299,2,enabled,"{""if_sid"":""65260"",""event.type"":{""pattern"":""notice""}}",[],[],[],[],[],[],[],"[""f5-bigip""]",F5 BigIP: Notice message detected.
0695-f5_bigip_rules.xml,ruleset/rules,65300,2,enabled,"{""if_sid"":""65260"",""event.type"":{""pattern"":""warning""}}",[],[],[],[],[],[],[],"[""f5-bigip""]",F5 BigIP: Warning message detected.
0020-syslog_rules.xml,ruleset/rules,1001,2,enabled,"{""match"":{""pattern"":""^Couldn't open /etc/securetty""}}","[""10.2.4""]","[""4.1""]","[""IV_35.7.d""]","[""164.312.b""]","[""AU.14"",""AC.7""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",[],"[""syslog"",""errors""]",File missing. Root access unrestricted.
0020-syslog_rules.xml,ruleset/rules,1002,2,enabled,"{""match"":{""pattern"":""core_dumped|failure|error|attack| bad |illegal |denied|refused|unauthorized|fatal|failed|Segmentation Fault|Corrupted""}}",[],"[""4.3""]",[],[],[],[],[],"[""syslog"",""errors""]",Unknown problem somewhere in the system.
0020-syslog_rules.xml,ruleset/rules,2104,2,enabled,"{""if_sid"":""2100"",""regex"":{""pattern"":""lookup for \\S+ failed""}}","[""10.6.1""]",[],[],"[""164.312.b""]",[],[],[],"[""syslog"",""nfs""]",Automount informative message.
0020-syslog_rules.xml,ruleset/rules,5136,2,enabled,"{""program_name"":{""pattern"":""^mdadm""}}",[],[],[],[],[],[],[],"[""syslog"",""linuxkernel""]",General RAID mdadm event
0020-syslog_rules.xml,ruleset/rules,5140,2,enabled,"{""program_name"":{""pattern"":""^zpool""}}",[],[],[],[],[],[],[],"[""syslog"",""linuxkernel""]",General ZFS pool event
0020-syslog_rules.xml,ruleset/rules,2960,2,enabled,"{""decoded_as"":""gpasswd"",""match"":{""pattern"":""added by""}}","[""10.2.5""]","[""7.9"",""4.13""]","[""IV_32.2""]",[],[],[],"[""T1136""]","[""syslog"",""yum""]",User added to group.
0325-opensmtpd_rules.xml,ruleset/rules,53506,2,enabled,"{""if_sid"":""53501"",""match"":{""pattern"":""Command not supported$""}}",[],[],[],[],[],[],[],"[""syslog"",""smtpd""]",SMTP command not supported.
0325-opensmtpd_rules.xml,ruleset/rules,53507,2,enabled,"{""decoded_as"":""smtpd"",""if_sid"":""53500"",""match"":{""pattern"":""IO error: No SSL error$""}}",[],[],[],[],[],[],[],"[""syslog"",""smtpd""]",OpenSMTPd: no SSL
0290-firewalld_rules.xml,ruleset/rules,40903,2,enabled,"{""if_sid"":""40901"",""match"":{""pattern"":"" ZONE_ALREADY_SET$""}}",[],[],[],[],[],[],[],"[""local"",""firewalld""]",firewalld: zone already set.
0015-ossec_rules.xml,ruleset/rules,514,2,enabled,"{""if_sid"":""510"",""match"":{""pattern"":""^Application Found""}}","[""10.6.1""]",[],[],"[""164.312.b""]",[],[],[],"[""rootcheck"",""ossec""]",Windows application monitor event.
0015-ossec_rules.xml,ruleset/rules,522,2,enabled,"{""if_sid"":""510"",""regex"":{""pattern"":""File '(\\S+)' is owned by root and has written permissions to anyone""}}",[],[],[],[],[],[],[],"[""ossec""]",File with world writable permissions found.
0310-openbsd_rules.xml,ruleset/rules,51508,2,enabled,"{""if_sid"":""51500"",""match"":{""pattern"":""soft error (corrected)""}}",[],[],[],[],[],[],[],"[""local"",""syslog"",""openbsd""]","A soft error has been corrected on a hard drive, this is a possible early sign of failure."
0310-openbsd_rules.xml,ruleset/rules,51522,2,enabled,"{""if_sid"":""51521"",""match"":{""pattern"":""group deleted""}}","[""8.1.2"",""10.2.5""]","[""7.10""]","[""IV_35.7.d"",""IV_32.2""]","[""164.312.a.2.I"",""164.312.a.2.II"",""164.312.b""]","[""AC.2"",""IA.4"",""AU.14"",""AC.7""]","[""CC6.8"",""CC7.2"",""CC7.3""]",[],"[""groupdel"",""local"",""syslog"",""openbsd""]",Group deleted.
0310-openbsd_rules.xml,ruleset/rules,51552,2,enabled,"{""if_sid"":""51551"",""match"":{""pattern"":"": Permission denied$""}}",[],[],"[""IV_35.7.d"",""IV_32.2""]",[],[],[],[],"[""local"",""syslog"",""openbsd"",""doas""]",doas cannot stat a file due to permissions.
0310-openbsd_rules.xml,ruleset/rules,51556,2,enabled,"{""if_sid"":""51555"",""match"":{""pattern"":"" as root ""}}",[],[],"[""IV_32.2""]",[],[],[],[],"[""local"",""syslog"",""openbsd"",""doas""]",A doas command was run as root.
0305-dropbear_rules.xml,ruleset/rules,51006,2,enabled,"{""if_sid"":""51000"",""match"":{""pattern"":""exit before auth""}}","[""10.6.1"",""11.4"",""8.1.5""]",[],"[""IV_35.7.d"",""IV_32.2""]","[""164.312.b"",""164.312.a.1""]","[""AU.6"",""SI.4"",""AC.2""]","[""CC7.2"",""CC7.3"",""CC6.1"",""CC6.8""]",[],"[""recon"",""syslog"",""sshd"",""dropbear""]",Dropbear: Client exited before authentication.
0680-checkpoint-smart1_rules.xml,ruleset/rules,64224,2,enabled,"{""if_sid"":""64220"",""fw_action"":{""pattern"":""Encrypt""}}",[],[],[],[],[],[],[],"[""checkpoint-smart1""]",Encrypt: Connection Encrypted
0680-checkpoint-smart1_rules.xml,ruleset/rules,64225,2,enabled,"{""if_sid"":""64220"",""fw_action"":{""pattern"":""Decrypt""}}",[],[],[],[],[],[],[],"[""checkpoint-smart1""]",Decrypt: Connection Decrypted
0680-checkpoint-smart1_rules.xml,ruleset/rules,64226,2,enabled,"{""if_sid"":""64220"",""match"":{""pattern"":""Key Install""}}",[],[],[],[],[],[],[],"[""checkpoint-smart1""]",Key Install: Encryption keys were created.
0700-paloalto_rules.xml,ruleset/rules,64501,2,enabled,"{""if_sid"":""64500"",""severity"":{""pattern"":""(?i)^(?:informational|low)$"",""type"":""pcre2""}}",[],[],[],[],[],[],[],"[""paloalto""]",Palo Alto $(type): $(severity) event.
0700-paloalto_rules.xml,ruleset/rules,64506,2,enabled,"{""if_sid"":""64505"",""content_type"":{""pattern"":""start""}}","[""1.4"",""10.6.1"",""11.4""]","[""4.12""]","[""IV_35.7.d""]","[""164.312.b""]",[],"[""CC6.1"",""CC6.7"",""CC6.8"",""CC7.2"",""CC7.3"",""CC7.4""]",[],"[""paloalto""]",Palo Alto Traffic: Session started log on $(device_name).
0700-paloalto_rules.xml,ruleset/rules,64507,2,enabled,"{""if_sid"":""64505"",""content_type"":{""pattern"":""end""}}","[""1.4"",""10.6.1"",""11.4""]","[""4.12""]","[""IV_35.7.d""]","[""164.312.b""]",[],"[""CC6.1"",""CC6.7"",""CC6.8"",""CC7.2"",""CC7.3"",""CC7.4""]",[],"[""paloalto""]",Palo Alto Traffic: Session ended on $(device_name) from $(source_address) to $(destination_address). Reason: $(session_end_reason).
0285-systemd_rules.xml,ruleset/rules,40702,2,enabled,"{""if_sid"":""40700"",""match"":{""pattern"":""Failed to get unit file state for""}}",[],"[""4.3""]","[""IV_35.7.d""]",[],[],[],[],"[""local"",""systemd""]",Systemd: Failed to get unit state for service. This means that the .service file is missing
0925-eset-remote_rules.xml,ruleset/rules,42002,3,enabled,"{""if_sid"":""42001"",""event_type"":{""pattern"":""^Threat_Event$""}}",[],[],[],[],[],[],[],"[""threat_event"",""eset"",""firewall""]",ESET: Threat event rules group.
0925-eset-remote_rules.xml,ruleset/rules,42003,3,enabled,"{""if_sid"":""42001"",""event_type"":{""pattern"":""^FirewallAggregated_Event$""}}",[],[],[],[],[],[],[],"[""firewall"",""eset"",""firewall""]",ESET: Firewall aggregated rules group.
0925-eset-remote_rules.xml,ruleset/rules,42004,3,enabled,"{""if_sid"":""42001"",""event_type"":{""pattern"":""^HipsAggregated_Event$""}}",[],[],[],[],[],[],[],"[""eset"",""firewall""]",ESET: HIPS aggregated rules group.
0925-eset-remote_rules.xml,ruleset/rules,42006,3,enabled,"{""if_sid"":""42001"",""event_type"":{""pattern"":""^EnterpriseInspectorAlert_Event$""}}",[],[],[],[],[],[],[],"[""eset"",""firewall""]",ESET: Enterprise inspector alert rules group.
0155-dovecot_rules.xml,ruleset/rules,9701,3,enabled,"{""if_sid"":""9700"",""match"":{""pattern"":""login: Login: ""}}","[""10.2.5""]","[""7.1"",""7.2""]","[""IV_32.2""]","[""164.312.b""]","[""AU.14"",""AC.7""]","[""CC6.8"",""CC7.2"",""CC7.3""]","[""T1078""]","[""authentication_success"",""dovecot""]",Dovecot Authentication Success.
0155-dovecot_rules.xml,ruleset/rules,9703,3,enabled,"{""if_sid"":""9700"",""match"":{""pattern"":""starting up""}}","[""10.6.1""]","[""4.14""]","[""IV_35.7.d""]","[""164.312.b""]","[""AU.6""]","[""CC7.2"",""CC7.3""]",[],"[""dovecot""]",Dovecot is Starting Up.
0155-dovecot_rules.xml,ruleset/rules,9706,3,enabled,"{""if_sid"":""9700"",""match"":{""pattern"":"": Disconnected: ""}}","[""10.2.5"",""8.1.5"",""8.1.8""]","[""7.1""]","[""IV_35.7.d"",""IV_32.2""]","[""164.312.b"",""164.312.a.1"",""164.312.a.2.III""]","[""AU.14"",""AC.7"",""AC.2"",""AC.12""]","[""CC6.8"",""CC7.2"",""CC7.3"",""CC6.1""]",[],"[""dovecot""]",Dovecot Session Disconnected.
0755-office365_rules.xml,ruleset/rules,91532,3,enabled,"{""if_sid"":""91531"",""office365.RecordType"":{""pattern"":""\\d+"",""type"":""osregex""},""options"":""no_full_log""}",[],[],[],[],[],[],[],"[""office365""]",Office 365: $(office365.Workload) $(office365.Operation) operation.
0755-office365_rules.xml,ruleset/rules,91533,3,enabled,"{""if_sid"":""91532"",""office365.RecordType"":{""pattern"":""^1$"",""type"":""osregex""},""options"":""no_full_log""}","[""10.2.2"",""10.6.1""]",[],[],"[""164.312.b""]",[],[],[],"[""ExchangeAdmin"",""office365""]",Office 365: Events from the Exchange admin audit log.
0755-office365_rules.xml,ruleset/rules,91534,3,enabled,"{""if_sid"":""91532"",""office365.RecordType"":{""pattern"":""^2$"",""type"":""osregex""},""options"":""no_full_log""}","[""10.6.2""]",[],[],"[""164.312.b""]",[],[],[],"[""ExchangeItem"",""office365""]","Office 365: Events from an Exchange mailbox audit log for actions that are performed on a single item, such as creating or receiving an email message."
0755-office365_rules.xml,ruleset/rules,91535,3,enabled,"{""if_sid"":""91532"",""office365.RecordType"":{""pattern"":""^3$"",""type"":""osregex""},""options"":""no_full_log""}","[""10.6.2""]",[],[],"[""164.312.b"",""164.312.c.1""]",[],[],[],"[""ExchangeItemGroup"",""office365""]","Office 365: Events from an Exchange mailbox audit log for actions that can be performed on multiple items, such as moving or deleted one or more email messages."
0755-office365_rules.xml,ruleset/rules,91536,3,enabled,"{""if_sid"":""91532"",""office365.RecordType"":{""pattern"":""^4$"",""type"":""osregex""},""options"":""no_full_log""}","[""10.6.2""]",[],[],"[""164.312.b""]",[],[],[],"[""SharePoint"",""office365""]",Office 365: SharePoint events.
0755-office365_rules.xml,ruleset/rules,91537,3,enabled,"{""if_sid"":""91532"",""office365.RecordType"":{""pattern"":""^6$"",""type"":""osregex""},""options"":""no_full_log""}","[""10.6.2"",""11.5""]",[],[],"[""164.312.b"",""164.312.c.1""]",[],[],[],"[""SharePointFileOperation"",""office365""]",Office 365: SharePoint file operation events.
0755-office365_rules.xml,ruleset/rules,91538,3,enabled,"{""if_sid"":""91532"",""office365.RecordType"":{""pattern"":""^7$"",""type"":""osregex""},""options"":""no_full_log""}","[""10.6.2""]",[],[],"[""164.312.b""]",[],[],[],"[""OneDrive"",""office365""]",Office 365: OneDrive for Business events.
0755-office365_rules.xml,ruleset/rules,91539,3,enabled,"{""if_sid"":""91532"",""office365.RecordType"":{""pattern"":""^8$"",""type"":""osregex""},""options"":""no_full_log""}","[""10.6.2""]",[],[],"[""164.312.b""]",[],[],[],"[""AzureActiveDirectory"",""office365""]",Office 365: Azure Active Directory events.
0755-office365_rules.xml,ruleset/rules,91540,3,enabled,"{""if_sid"":""91532"",""office365.RecordType"":{""pattern"":""^9$"",""type"":""osregex""},""options"":""no_full_log""}","[""10.6.2""]",[],[],"[""164.312.a.1"",""164.312.a.2.I"",""164.312.b"",""164.312.d""]",[],[],[],"[""AzureActiveDirectoryAccountLogon"",""office365""]",Office 365: Azure Active Directory OrgId logon events (deprecated).
0755-office365_rules.xml,ruleset/rules,91541,3,enabled,"{""if_sid"":""91532"",""office365.RecordType"":{""pattern"":""^10$"",""type"":""osregex""},""options"":""no_full_log""}","[""10.6.1""]",[],[],"[""164.312.b""]",[],[],[],"[""DataCenterSecurityCmdlet"",""office365""]",Office 365: Data Center security cmdlet events.
0755-office365_rules.xml,ruleset/rules,91542,3,enabled,"{""if_sid"":""91532"",""office365.RecordType"":{""pattern"":""^11$"",""type"":""osregex""},""options"":""no_full_log""}","[""10.6.1"",""11.5""]",[],[],"[""164.312.a.1"",""164.312.b"",""164.312.c.1""]",[],[],"[""T1213.002""]","[""ComplianceDLPSharePoint"",""office365""]",Office 365: Data loss protection (DLP) events in SharePoint and OneDrive for Business.
0755-office365_rules.xml,ruleset/rules,91543,3,enabled,"{""if_sid"":""91532"",""office365.RecordType"":{""pattern"":""^13$"",""type"":""osregex""},""options"":""no_full_log""}","[""10.6.1"",""11.5""]",[],[],"[""164.312.a.1"",""164.312.b"",""164.312.c.1""]",[],[],[],"[""ComplianceDLPExchange"",""office365""]","Office 365: Data loss protection (DLP) events in Exchange, when configured via Unified DLP Policy. DLP events based on Exchange Transport Rules are not supported."
0755-office365_rules.xml,ruleset/rules,91544,3,enabled,"{""if_sid"":""91532"",""office365.RecordType"":{""pattern"":""^14$"",""type"":""osregex""},""options"":""no_full_log""}","[""10.6.2""]",[],[],"[""164.312.b""]",[],[],"[""T1213.002""]","[""SharePointSharingOperation"",""office365""]",Office 365: SharePoint sharing events.
0755-office365_rules.xml,ruleset/rules,91545,3,enabled,"{""if_sid"":""91532"",""office365.RecordType"":{""pattern"":""^15$"",""type"":""osregex""},""options"":""no_full_log""}","[""8.3"",""10.6.1""]",[],[],"[""164.312.a.2.I"",""164.312.b"",""164.312.d"",""164.312.e.2.II""]",[],[],[],"[""AzureActiveDirectoryStsLogon"",""office365""]",Office 365: Secure Token Service (STS) logon events in Azure Active Directory.
0755-office365_rules.xml,ruleset/rules,91546,3,enabled,"{""if_sid"":""91532"",""office365.RecordType"":{""pattern"":""^16$"",""type"":""osregex""},""options"":""no_full_log""}","[""10.6.2""]",[],[],"[""164.312.b""]",[],[],[],"[""SkypeForBusinessPSTNUsage"",""office365""]",Office 365: Public Switched Telephone Network (PSTN) events from Skype for Business.
